"","text","data.label"
"411","gue kadang msh bingung sm usaha yg gk ngebolehin karyawan cuti atau cuti tp suruh kerja atau cuti share live loc yah gue tau yak msh corona cm lucu aja ","Negatif"
"412","corona made in japanese emang resah","Negatif"
"413","lulus akt corona pait banget ajg","Negatif"
"414","corona eek nyusahin aje","Negatif"
"415","dikit coronantar perut bunyi aja jd gejala covid ","Negatif"
"416","ibu tetangga gue kenapa bacot bgt sih nyebarin hoax corona gada sumpah gue en bgt doain lo kena biar ngerasain sesak nafas ampe kek pen mati tapi gue gamau tular jg anjir gue gamau ini daerah jadi zona merah gegara lu doang moga berik hidayah dan otak","Negatif"
"417","seperti biasa narasi banding agama dan ilmu tahu yang padahal jalan bareng juga bisa akhirakhirnya diarahin ke ekstrimis dan intoleransi haha apa dia ga sadar pas pertama corona bagi kita denial sama sains dan lebih percaya konspirasi ","Negatif"
"418","bisa corona di indo baru pudar th lagi hmmmzzzz ","Negatif"
"419","kemarin waktu awal corona pemerintah suruh dengerin kata sains malah denial sekarang malah nyalahin agama ","Negatif"
"420","kepengen pulang pas lebaran disusahsusahin udehlah battle royal aje ama covidyg rumah aja waktu awal corona dah siasia juga lagi","Negatif"
"421","krisis lulus generasi corona lapang kerja sempit ","Negatif"
"422","tahun corona alhamdulillah ga sampe kena","Positif"
"423","mna gwe gk pegang duit anjir slma karantina corona pegang perak aja gapernah nyesel asli dh ","Negatif"
"424","tai mau ke jogja dari jam kapan ga jadi mulu dah gitu corona yasudah batal ","Negatif"
"425","virus corona eek baru lah dari awal ni virus juga udah kaya eek para ambil putus yg wenang juga pada kaya eek","Negatif"
"426","corona aja blm kelar kok ya bangga gitu gak pake masker ke acara‚Äù yg ngundang banyak orang","Negatif"
"427","di rs tempat gue kerja udah mulai ni pasien covid turun moga aja tahun ini bisa ilang corona","Positif"
"428","jujur ksl sm org yg ga percaya sm corona","Negatif"
"429","corona varian baru ini apa gak ada singkat lain yg lebih enak baca dan dengar ","Negatif"
"430","sudah saat keluar corona asu ","Negatif"
"431","corona anying sih ni coba kalo engga kn gue jd sering ketemu","Negatif"
"432","lgian mau nyumbang brp sih klo ntr undang resepsi udh tau klo aku kurang suka rame‚ gtu aplgi corona gin kan gamau beban ortu jg buat pinjem sana sini mnding uang tabung buat hidup stelah nikah krna yaa tiap orang beda prinsip gitu lho","Negatif"
"433","sekarang badan bawa keluar dari dzuhur ampe maghrib gin aja rasa capek banget dahal sebelun corona dari pagi ampe malem days out juga happy‚ aja grgr pandemi tulang‚ gue jadi males","Negatif"
"434","heh corona bgst kapan sih lu pergi dari negara gw en libur en ga pake masker engap en ketemu keluarga yg jauh dah kangen en bebas buka sama besok ramadhan en lebaran kumpul sana kemari","Negatif"
"435","dasar corona bngst malah ubah jadi tai sekarang","Negatif"
"436","moga corona hilang pas ramadhan jilid ","Positif"
"437","jelas jaga jarak dong sebab virus telah cuci otak loe bahkan lebih bahaya timbang virus corona ","Negatif"
"438","corona ini bisa udahan ga tiap gue bersin asa a kriminal","Negatif"
"439","dia aja stres mikirin corona gimana yg di indo yg udh bnr bikin muak ","Negatif"
"440","nyata corona hanya untuk orang yang tidak punya uang","Negatif"
"441","ngeluh corona ga selesaiselesai tapi gilir pusat utbknya nyaranin buat swabgenose pada ga mau dan selesai utbk malah pada mau bukber whaat","Negatif"
"442","kenapa yah jalan skrg macet udh parah bgt apa corona itu skrg tinggal nama","Negatif"
"443","corona anj angkat gua jd ga study tour ","Negatif"
"444","buset ini kek ga ada corona anying","Negatif"
"445","kpn corona kau pergiaku sudah muak dengan ","Negatif"
"446","corona bangsatttt","Negatif"
"447","gara corona gajadi ke bangkok ama temen asuuu ","Negatif"
"448","kapan bisa live bebas ini lagi hiks corona ngeselin ","Negatif"
"449","corona cepat lalu ","Positif"
"450","hanya di indonedia virus covid corona bisa bedak anak ulama dgn anak artis bhkn virus ini juga aktif ikut berpartisifasi dlm politik pragtis","Negatif"
"451","kangen jadi anak alay di festival kpop corona you bitch","Negatif"
"452","ya gitu inti udahan dong corona gue kuliah kagak dpt ilmu apa maaf berisikin ini dr kmrn but im srsly on my peak rn","Negatif"
"453","hai guys ini foto gua nyetir kadang gua en nyetir lg tp lagi corona ah asu anjing ","Negatif"
"454","corona brengsek","Negatif"
"455","gara corona gue ga boleh keluar anj rumah terus mendem kek ayam telor","Negatif"
"456","corona udhan kek bgst","Negatif"
"457","cepat baik corona aku udah en jalan ke jogja dan kitar terus naik kereta","Positif"
"458","nyesel lama sekolah aku gapernah nabung skrg rasa gada duit karna gadikasih uang jajan lama corona ","Negatif"
"459","jadi inti corona itu bisnis atau corona itu konspirasi undangundang tentang corona buat hanya untuk langgar","Negatif"
"460","corona x pemerintah di branding media hasil rakyat yg susah","Negatif"
"461","ya rabb akhir wabah corona yg ganggu aktifitas kami lindung kami dan bangsa ini hasbunallah wanimal wakiil nimal mawla waniman nashiir muda juang dakwah cwxh","Positif"
"462","setan dengan corona","Negatif"
"463","jijik bangsat lipstik dari bibir ke bibir mana lagi corona kayak gin kok masih gak sadar inisiatif aja kalo keluar rumah minimal harus bawa pouch mekap buat touch up biar gk nyusahin orang","Negatif"
"464","corona jenis eek ini kok makin buat pikir layang arah konstipasi ya hmmm para ilmuwan atak vaksin dapat desain ulang dan disesuaikan agar efektif guna atas varian baru jadi kudu beli lagi","Negatif"
"465","bismillahirrahmanirrahim ya allah hilang lah corona dari bumi ","Positif"
"466","gue udah booking tiket dari jauh jauh hari buat ke jogja nyata ada regulasi baru untuk larang mudik reschedule kena fee tambah yang lumayan gin amat dah corona kalau gak urgent gue juga ga mau kemanamana d","Negatif"
"467","nih corona kapan hilang si ya allah cape bgt","Negatif"
"468","corona virus reality or dajjaliat ep via youtube","Negatif"
"469","bayangin semua bangku kek gin selese corona muncul sakit skoliosis berjamaah ","Negatif"
"470","manusia papar corona corona papar politik ","Negatif"
"471","cuti ga ada libur lebaran potong suruh kerja trs kena corona engga tipes iya","Negatif"
"472","dari awal corona rumah aja glow up kaga glow down iya anying ","Negatif"
"473","terus paling kesel dia ga percaya corona sering bgt kek napa sih mbak percaya corona itu cuma hoax itu eh si anjing itu pas gue lapor di kos ada yg kena gue minta tolong buat di disinfektan sama dia digituin ya gue langsung lapor milik aja lah","Negatif"
"474","besok aku vaksin tapi mau vaksin anti ghosting bukan vaksin anti corona","Negatif"
"475","ini apa lagi anjir corona eek ","Negatif"
"476","ga enak ye jdi angkat corona wisuda nya pke zoom ","Negatif"
"477","larang mudik lebaran siapa itu baik yang sudah di vaksin maupun yang belum rugi dong di vaksin kalau masih takut sama virus corona","Negatif"
"478","orang kok ga concern banget yaaa sama jaga jarak heran uda dempetdempet berisik pula zzzzzzz benci bangettt kek akan akan curi gtu tempat nya goblok uda tau corona ishhhh pen gw maki ","Negatif"
"479","sempatsempatnya lagi corona gin malah pergi libur keluar kota ","Negatif"
"480","marhaban ya ramadhan tidak rasa bentar lagi masuk di ramadhan dua yg teman virus coronameskipun begitu kita tetap harap karunia baik dari yang kuasa untuk bisa bertemu dan lewat ramadhan dengan penuh hikmat siap diri n keluargasmg dapat ridhonya ","Positif"
"481","modal dikirimin foto dari lokasi buat narasi yg lebih macam ada di lokasi saja ini para binatang pukimai jilat tinja moga busuk sama corona tahun ini ","Negatif"
"482","moga dengan datang bulan suci ramadhancorona bersih dari bumi pertiwi aamiin yra","Positif"
"483","njirr minggu awal sih biasabiasa aja lah sekarang sumpah gak enak banget sakit corona tuh ","Negatif"
"484","apa apa inih lah jadi negatif canda nih corona","Negatif"
"485","lebih ngeri virus halu dan pansos dari pada virus corona","Negatif"
"486","ikut aji pake zoom jadi nyadar kalo udah lama bngt gak ikut aji di masjid sambil makan snack gegara corona bgst","Negatif"
"487","sorry nih sorry pantau kesiap bal corona gapapa libur okey aja kan kenapa kalau mudik gadibolehin ya ","Negatif"
"488","berlaku tgl arti di luar tgl ini bebas arti alam lebaran taun lalu dagang di pasar gw mudik sejak h arti rakyat lbh tau cari sela atur gin yg ada matiin orang yg kerja di transportasi lagi trus apa corona minggat kagak ","Negatif"
"489","corona boongan vaksin itu tipu tipu ","Negatif"
"490","yuk solat di rumah dulu solat maghrib isya teraweh pun jangan bukber dulu juga masih musim corona maksud lo apa jing islamofobia ya gausah nakut nakutin warga deh kita mau true normal","Negatif"
"491"," ngetawain lulus corona eh lulus corona juga sial ","Negatif"
"492","lama corona duit gue abis jajan di twt doang anjir","Negatif"
"493","lulus jalur corona g seru anjir","Negatif"
"494","mudik masih larang karna biasa kelar mudik angkat positif corona naek jadi apa fungsi vaksin itu ya justru harus uji ilmu di situ beneran canggih apa kagak udah vaksin ","Negatif"
"495","corona jadi alas paling ampuh untuk tutup suatu","Negatif"
"496","mungkin ada yg nyinyir km blm na ngerasain kena corona makanya bsa spam gin","Negatif"
"497","cb bsa lawan seperti bu siti pasti gk kacau smpek phk atau apa itu dampak dr corona plis mau tahun gk bosen ngikutin anjuran trs pake masker pdhl dr lahir gk pake masker sehat walafiat","Negatif"
"498","corona hanya ada di kotakota besar yg tiap hari di goreng di media dn tv","Negatif"
"499","kalau yg masih ngotot meyakino corona silah aja ya poko klo ada yg gpke masker atau kerumun plis gasah nyinyir atau posting","Negatif"
"500","lucu sekaligus dramatis sih tes corona negatif tp malah positiv narkoba giring ke polda bukan ke rs anjing emang","Negatif"
"501","hikss corona syialann emang ","Negatif"
"502","corona anjing","Negatif"
"503","mau nangis rasa kayak lihat cercah harap depan sana alhamdulillah nikmat ya rabb sungguh bisa sehat selamat sentosa dan dapat vaksin di waktu awal alhamdulillah sekal gusti alloh corona ini sungguhlaah vaksin yok demi anak kita ","Positif"
"504","yang tahun lalu bilang bahwa virus corona adalah tentara allah mana nih suara masih suka cocokologi atau udah tobat coronavirus corona jumatberkah jumatberbagi jumatagung jumatamal pandemic ","Negatif"
"505","gue haha hihi terus lama corona tau tau ranking dua dari bawah anjing","Negatif"
"506","fck corona ","Negatif"
"507","tahun kemaren aku dapet thr nya dikit bgt gara gara corona asu","Negatif"
"508","padahal gua juga ga niat silahturahmi sama corona bangsat","Negatif"
"509","anyway tadi di jalan mana orang kitar gw ga pada pake masker gw yang lagi jalan pake masker diteriakin orang corona mah eweuh dimamasker teuing atuh teh etdeh ni orang kudu suruh isoman bulan dulu kali di rumah biar ngerasain","Negatif"
"510","kalo emang offline ya wajar aja di delayed orang masih corona ya paling masih lama","Negatif"
"511","corona gin yakali offline gila aja deh","Negatif"
"512","yess silaturahmi bisa online biar tular corona gak jadi stonks lagi ","Positif"
"513","corona sdh hilang sejak nikah si petir bebaskanibhrs bebaskanibhrs ","Negatif"
"514","semarang rame banget kaya ga ada corona curiga ni mobilmobil pada mau closingan","Negatif"
"515","buset corona gaada dipamulang kyknya","Negatif"
"516","nyesek banget baca jujur kesel bgt sama corona gabisa party belum pisah ","Negatif"
"517","bukan opini sih fakta kalo beberapa daerah bahkan mayoritas malah pemerintahannya udah ga niat nanganin corona hahahaha ","Negatif"
"518","atur apalagi ini betul yang kontrol itu gerak manusia atau gerak virus sih kalo mau mudik boleh belum tgl kalau udah tgl nanti ganti corona yg edar jalan ","Negatif"
"519","sungguh lalu tol hari ini gw cuma bisa kmjam corona udh gak ada harga ini","Negatif"
"520","mudik larang cuti sama dikurangin tapi suruh tetep produktif negatif corona positif tipes iya","Negatif"
"521","en konser ajg pls cpt ilang sia corona","Negatif"
"522","dulu en banget masuk sini sekarang juga masih corona anjing let me innnnnn ","Negatif"
"523","lagi corona juga lu nongkrong aja pantes gak kelar ","Negatif"
"524","hadehh habis corona gempa emng paling sip dahh beban gw","Negatif"
"525","april fuckin month tgl jatuh dari motor problm sama keluarga ktm laki yg gak modaltgl mau bundir minum parfum dan banyak pil tapi gak jadi krn muma call emang kalo mati skrg masalhnya selesai emang amlannya udah cukuptgl kena corona wht next","Negatif"
"526","sore tadi ngobrol sama tetangga di teras hal kayak gin yang selalu kukangenin kalo lg di jkt wkwkwkwk jd thx to corona berkat aku kembali ngrasain vibes ngobrol hahahehe sama tetangga apalagi rumah sebelah udah huni asa makin hidup lingkung aku betaaaaahhh","Positif"
"527","corona nya lagi ngumpet dulu keluar nanti pas tanggal mei ","Negatif"
"528","polisi izin warga curi start mudik lebaran belum mei ooh jadi virus corona baru datang ancam para mudik setelah tgl mei sd mei gitu atur aneh di neger antah r pimpin bapak pinokio ","Negatif"
"529","kalo masih jadi beban ortu jangan makan tiga kali hari makan sekal hari aja rasa agak gmana gitu thankyou corona udah nambah nambahin stress gw","Negatif"
"530","nyata virus corona macam bis antar provinsi kalo masih lokal cuma beda kota gapapa ga pengaruh ","Negatif"
"531","bayangin ktp gue baru jadi tahun loh ya garagara corona ngurus ktp kk akte jadi di aplikasi biar gaada pungli gawai kelabak banyak yang ngomel karena aplikasi suka maintance hahaha sukurin biar ga pada malesss","Negatif"
"532","sama sama kerumun di nikah yg satu tangkap satu lagi ditanggab tolong pak pol tangkap itu si corona dia virus yg sudah papar politik","Negatif"
"533","haduh abis vaksin corona tang jadi gel demam juga gua heran ama org yg ngomong begitu apa mereka baru pertama kali vaksin ya padahal efek vaksin apa pun juga efek nya ya begitu demam meriang gel","Negatif"
"534","kadang aku untung resign belum corona kemarin jadi produktif gak jadi guru bisa leluasa","Positif"
"535","corona cuma takut sama presiden dapat jaket lg","Negatif"
"536","capek aku dengan segala info corona ini ","Negatif"
"537","kek emang bener corona itu sakit dehh bkn konspirasi","Positif"
"538","gila bos gua kok kuat njir dapet klien kek gin apa baru pas corona doang klien jadi pada kek setan sok bilang mau bongkar atap minta tanggung jawab palak bapak lo noh tanggung jawab lu investor lu tuh gak konsisten jadi orang orang udah di usahain juta malah protes","Negatif"
"539","lu bilang uang korupsi biji mata lo udah tau di rab tuh tadi juta kan investor lu gak jadi investasi ya kalo nyamain rab mah lu tambahin sini juta bodat gua tau ini jam lagi susah lagi corona ya kalo gak punya duit jangan maksa bangun kafe dong nyed","Negatif"
"540","ayo henti corona dengan vaksin ","Positif"
"541","dear corona makasih ya berkat lu gua tau temen virtual emg lebih asik","Positif"
"542","poko kalo orang pemimpin bikin kerumun coronanya ilang beda lagi kalo ulama sama rakyat biasa yg bikin kerumun bakal kejar kaya teroris di bentak di masukin penjara denda beuh poko corona takut ama orang yg kuasa ama duit canda pakpol hehe","Negatif"
"543","ngatain kakak kelas yang lulus jalur corona eh malah jadi calon lulus corona season ","Negatif"
"544","mau ke sg lagi plis corona anjing lo","Negatif"
"545","ini kerumun atau kumpul orang ya si corona tambah hari makin pintar ya bisa pilih utk tular orang ","Negatif"
"546","setelah corona ini harga barang hobi naik semua ya anjing dulu motor harga cuma jt sekarang jadi jt","Negatif"
"547","bagi org goblok mah gak bingung kan mudik sama wisata beda jauh corona juga tau diri lah ","Negatif"
"548","selain billboard aqua yang kampanye soal putus sebar virus corona ada lagi enggak sih patut acung jempol sih iklan","Positif"
"549","apakah corona serang hanya kepada kerumun kelompok kritik rezim","Negatif"
"550","angkat corona jilid i udah kasih yg gampang masih cari yg susah h lo ya","Negatif"
"551","mas acara attaurel prokes ketat yg msk ballroom hrs ada surat dokter yg satak negatif covid undang batas pake masker tempat acara di steril dan izin klo yg itu puluh ribu org kumpul tanpa test nnti kasus corona makin ningkat yg salah pemerintah lagi ","Negatif"
"552","jujur agak gaadil gasih dengan gaada jadwal ganti kirain bakal ada susul gitu sedih bgt dong itu smoga kita smua sehat guys corona brengsek emng ","Negatif"
"553","lulus corona jangan sok keras","Negatif"
"554","cuk gajadi bukber bareng anak ukm corona bgst ","Negatif"
"555","kok masih ada orang yg pemikiran primitif ya udah tahun lebih corona tapi masih ga percaya itu ada dan gamau pake masker","Negatif"
"556","gue gk aktif hari bisa bisa mew begitu ajg ini klo mew karantina minggu dia yg negatif corona gue yg positif gilaaa","Negatif"
"557","kalo satu les positif semua pasti tipe tipe yg mikirnya kalo sama temen aman ga usah nerapin prokes pernah dinyinyirin pas di rumah temen kata ngapain pake masker yee kalo mau corona sendiri aja gausah ajak ajak ","Negatif"
"558","antara kasi dan prihatin liat anak sekolah jam sekarang kasi karena sekolah online lulus jalur corona prihatin udah tau di larang kerumun di larang curat coret ragam tapi masih aja di lakuin demi instastory ","Negatif"
"559","kaga ada kerja nangis ngeluh mohon en dapet kerja en sibuk pas uda terima kerja baru juga minggu isi story ngeluh susah gabisa adaptasi ngeluh cape banget lah takut corona lah lu mau apa nyet jujur gw bngung ","Negatif"
"560","harus oktober kemaren billie konser hdeh corona asu","Negatif"
"561","mungkin di badan bapak itu ada super vaksin anti corona jadi bau badan aja udah bikin corona gelepar terus mati jadi ya harap maklum tutup mata aja lah ","Negatif"
"562","duka corona tai gw nganggur tahun ini ","Negatif"
"563","dear temen kalo kalian ngajak main tp aku bilang gabisa bukan cuma gara gada duit tp gue males izin ke ortunya yg ribet bgt anjr udah kyk mo interview kerja banyak bgt tanya ujung gaboleh mo corona ga corona tetep aja susah kek mo dpt izin bangun rumah","Negatif"
"564","nah loh isis kata buat kafir america sejahatjahatnya orang kafir tidak pernah akan malu ibu kandung ya sendiri nah tetangga saya yg saban hari reak haram horom to mereka sungguh bidab hati bahai binatang ","Negatif"
"565","gila corona udh gaj ada kayai makin sore makin rame aja ini mall ","Negatif"
"566","pdhl dlu rencana bln sekal pulang wkwkwkwk corona jelek lu","Negatif"
"567","lebaran itu waktu yang tepat untuk kumpul keluarga tapi apa yang rantau malah susah mudik karena atur di larang mudik corona terus terus bangsat atur ga masuk akalga ada faedah pemerintah menteriperhubungan presiden","Negatif"
"568","bosen aing liat berita tentang kasus corona ","Negatif"
"569","gara gara corona semua resah brayyyy","Negatif"
"570","yg jarak shalat karena takut corona dia pake madzhab komunisiblis hati umat islam jangn lengah takut pda allah swtjangn mau di usik aqidah dn tatanan shalat yakin allah maha mmbri keselamatanbukan dngn jaga jarak saat shalat lantas tidak ada mati","Negatif"
"571","moga virus corona segera hilang sentravaksinbumn powerbeyondgenerations ","Positif"
"572","liat berita line today corona mulu ga ada berita yang lain apa udah taun ga kelar kelar itu kalo berita ga di up orang orang mungkin udah ga jadi anggur lagi kali ya allah aku en kerja ","Negatif"
"573","entah gaya apa wk en jalanjalan dah pokok corona kapan pergi anjg ","Negatif"
"574","haahaaa lagi enak bgt larang ibadah di masjid dri taun lalu corona again getar bang mereka ngapain aja tahun ini coba ","Negatif"
"575","kataya libur cuti ganti akhir tahun nyata juga tdk ada yg ada buruh harus anti corona","Negatif"
"576","instastory ku tahun ini isi belajargamegabut padahal dulu isi pasti jalanjalan pergi ke mall makan sana sini jajan ini itu fuck corona","Negatif"
"577","kmrin masih biasa aja sih sma corona blm asa dampak tapi skrg ya allaah bawaanya en marah nangisss ","Negatif"
"578","sampe uda tahap bingung mo doa apa corona emg kampret sampe kapan kek gin ","Negatif"
"579","corona jenis eek yg gimana lagi ya ampun ga kelar kelar","Negatif"
"580","kita harus optimis gaiss dengan laku vaksinasi orang sayang kita yang sudah lansia bisa lebih lindung dari virus corona ini upayalawanpandemi vaksinuntukkita ","Positif"
"581","selamat sambut bulan puasabulan puasa yg ke sejak coronamdhan kita kuat dan bisa lewat dengan penuh semangat ","Positif"
"582","virus corona dengan varian paling tai ","Negatif"
"583","dah angkat corona gin amatya tahun tengah gurai gakemana mana","Negatif"
"584","corona itu virus sakit atw junto pasal uud lumpuh masyarakat","Negatif"
"585","emang bener sihcorona tuh cuma di jobedetabek dan bbrp kota besar di indonesiasisa nya cuma libur sekolah dan kuliah no prokes everytime and everywhere miris","Negatif"
"586","foto ini hanya kuat hipotesa kelompok anti covid bahwa corona tidak ada ini konspirasi pemerintah saja nakutij rakyat yuk mudik bebas ","Negatif"
"587","corona bangke","Negatif"
"588","loh bukan corona sudah kabur saat jokowi buat kerumun ya ","Negatif"
"589","skrg apa anj corona spt babi","Negatif"
"590","cuman mau bilang semangat dan sehat selalu ya moga semua hindar dari virus corona jaga terus protokol sehat demi diri sendiri orang kitar ","Positif"
"591","mulai hari ini bodoamat lah lepas masker aja fak corona gir ra minggir tabrak aja","Negatif"
"592","sedih wkwk kenapa gara‚Äù corona begini amat","Negatif"
"593","syarat libur di masa pandemi selain negatif corona ya apa lagi kalo bukan public figure kita yang rakyat jelata ya diem aje udeh","Negatif"
"594","kalo ga percaya corona ya itung buat nyegah tbc tau ngga indonesia darurat tbc dari jam jebot konspirasi konspirasi mau bilang ini bukti nyata indonesia darurat stunting tp kok nga etis","Negatif"
"595","cuma karena orang positif rumah keluarga jadi ikut positif masih bilang corona hoax","Negatif"
"596","salah satu program acara yang iconic bubar fucek corona ","Negatif"
"597","sekal lagi ini bukan kerumun lain bapak presiden sedang tunjuk sakti kepada rakyat gimana cara agar virus corona bisa jadi tidak daya ketika beliau hadir mana saja ","Negatif"
"598","paham komunis atau komunis itu sendiri tudak jauh beda dengan virus corona tidak lihat oleh mata tapi pengaruh sangat besar bagi hidup bangsa dan negara","Negatif"
"599","jika tuju utk antisipasi tular corona maka bgm dg tempat wisata mall nikah si atta bnyk lain jgn biar tumpuk kesal benci rasa anti lebih dr rakyat kecil golong kelompok tentu pd anda tuan yth sana","Negatif"
"600","jd pikir sungguh atur arang mudik dr tgl mei sd mei utk tuju tular corona atau bunuh ekonomi rakyat kecil dan disharmonisasi pd aspek lain serius na nih tuan di pempus sana","Negatif"
"601","abis gaji bukan jalan ama pacar ya malah positif corona apes apes","Negatif"
"602","corona udahan dong gue udh capek hidup di bawah bayangbayang takut hilang orang yang gue sayang lagi","Negatif"
"603","en nonton the boxastagaa corona ini semua garagara lu ","Negatif"
"604","efek corona paling dahsyat kikis iman dengan lobang yang sangat besar untuk saat ini","Negatif"
"605","ngardusin monitor sama pen display krn aku paranoid bismillah moga abis lebaran corona ilang sm bencana alam reda ya allaaah amin amin amin ","Positif"
"606","lihat sikon bandara benar corona sdh tdk punya harga diri","Negatif"
"607","kalo kaya gin terus lama bisa keluar varian corona clsamg","Negatif"
"608","neng bgt liat pawai obor tambah sound gede jedag jedug di desa alhamdulillah makin neng lg liat pada kompak pake masker ramadhan tahun ini rasa kembali riah lg setelah corona tahun lalu aaaaaaa seseneng ini aku alhamdulillah ","Positif"
"609","day tarawih‚Äîfeeling grateful ngerasa syukur x karna beberapa tahun belakang gapernah tarawih di masjid jaga rumah sakit terus taun lalu ada sempat tapi corona jadi juga tetep tarawih rumah alhamdulillah buat puasa tahun ini moga bisa istiqomah tarawih","Positif"
"610","baru teraweh masjid umum lg soal taun kmrn corona taun kemarin lagi di masjid keluarga besar pas kasih sempat buat ke masjid umum betul muka gw udh glo up fak sptinya dewi fortuna sedang ada pundak","Positif"
"611","puasa ramadan tahun ini gw rasa jauh lebih santai hidup tengah corona banding thn kemarin yg mental gw tekan olh rasa kuatir akut tanpa remeh hidup dg prokes setdknya dg vaksinasi x takut papar jauh kurang","Positif"
"612","selamat jalan ibadah puasa moga di bulan ramadhan ini corona hilang amin ramadhan puasa","Positif"
"613","buset tarawehan asa kagak ada corona masjid penuuuuuhhhhh gak pake jaga jarak kok aku antara jadi ngerasa dosa gak dosa blm lagi bocilbocil pada berisik gak mau diem pusing lihat ","Negatif"
"614","sadar ga sih banyak justru yang safety malah kena corona corona sangat sebal","Negatif"
"615","alhamdulillah awal terawih langsung turun hujan moga barokah dan moga ini tanda corona akan hilang dari dunia amin","Positif"
"616","selamat tuna ibadah puasa ramadhan bagi kalian yang jalan ya moga puasa kali ini bisa full tanpa ada kendala yang halang kita untuk puasa dan juga moga corona cepat hilang agar kita bisa jalan hari hari seperti biasa aamiin","Positif"
"617","gabisa konsen ajar anj nih corona","Negatif"
"618","ga reda sih kamu corona kzl ","Negatif"
"619","ya ampun asa bahagia bgt ramadhan tahun ini tahun gk bisa tarawih di masjid krena corona tahun gk bisa full tarawih di rumah krena masih bolak balik mtrm lotim urus skripsi dan alhamdulillah tahun bner bisa full tarawih di rumah kumpul sma ibu bpk ","Positif"
"620","selamat puasa moots w yg muslim walaupun puasa pas corona gin ttp bahagia ya xixixi","Positif"
"621","ya allah moga ramadhan kali ini bisa manfaat dengan sebaikbaiknya dan moga corona pulang kampung","Positif"
"622","udah bela ain pake pasker jaga jarak eh yang lain pada gk pake masker bapak‚ yang tua tua juga pada gk pake masker jarak pada dempet dempet lagi huft kalo gin terus gimana indonesia bebas dari corona ramadhan taraweh","Negatif"
"623","tahun dua puasa sambil pantau corona moga ibadah makin khusyu dan berkah marhaban ya ramadhan semuanyaa","Positif"
"624","emang ga boleh excited kali yahbegini mulu keknyadari tahun kmrenga kelar corona ","Negatif"
"625","ntar gua kasih judul baru hari pertama tarawih puluh jamaah tak pakai masker dan saling dempet duh nih orang asa di aussie dan nz apa ya corona nya dah ilang","Negatif"
"626","aku pgn libur corona lama bgt anjingsgsggsjdksnsjsmzksk yatuhannnb","Negatif"
"627","moga ujan di awal bulan puasa ini bawa corona pergi ","Positif"
"628","marhaban ya ramadhanselamat tuna ibadah puasa thn ke dgn corona brsyukur msh beri nafas sehat bs brpuasa dithn ini tetep avail excludesurabaya yes more info fast dm tele ndudd realaccount realangel surabaya sidoarjo ramadhan ","Positif"
"629","kalo lg stress ocd pasti kambuh terus malah makin stress gitu aja terus sampe corona ilang","Negatif"
"630","mari kita doa moga wabah virus corona yang telah landa neger cinta ini tidak ada lagi dan segera hilang dari bumi ini aamiin ","Positif"
"631","marhaban yaa ramadhan maaf lahir batin temen temen twitter selamat jalan ibadah puasa bagi yang jalan moga puasa tahun ini beri berkah nikmat iman dan sehat corona cepet musnaaaahhh aamiin","Positif"
"632","harap abis lebaran corona uda ilang aamiin","Positif"
"633","selamat puasa sobatsobat twitter mohon maaf lahir batin moga corona cepat enyah dari muka bumi aamiin","Positif"
"634","selamat ramadhan smuanyaa smoga lancar sampe akhir smoga beres ramadhan taun ini corona angkat oleh allah swt dan kita smua dapet berkah ramadhan aamiin ","Positif"
"635","bingung sm yg protes corona bikin ekonomi mereka turun tp sendiri suruh manut prokes susah ","Negatif"
"636","gakerasa udah ramadhan lagi ya moga ramadhan kali ini bisa makin baik corona hilang benar benar hilang agar kita bisa aktivitas seperti biasa lagi aamiin ya allah ","Positif"
"637","lagi aneh bgt acara pisah masa di kantor pemda lg gak corona aja udh aneh itu mah","Negatif"
"638","ya allah moga ramadhan tahun ini corona bener bener ilang","Positif"
"639","masyaallah ketemu ramadhan lagi masih suasana yg sama puasa damping dg wabah corona moga tahun depan beda ya aminn wabah selesai bisa kumpul dg keluarga teman atau komunitas baru marhaban ya ramadhan moga beri lancar puasa hr depan ","Positif"
"640","allhamdulillah puasa sekarang udah aga mending di banding puasa bulan kemaren sekarang kita tau cara agar tidak kena corona","Positif"
"641","siapa yg malas terawih pake alesan corona antum lucknut","Negatif"
"642","yg bilang corona gak ada tuh harus pada kena dulu sih harus ngerasain dulu ","Negatif"
"643","ya allah moga bulan puasa ini dapat banyak berkah corona cepat hilang kondisi mulai baik seperti dulu amin selamat tuna ibadah puasa teman teman semua umat muslim ","Positif"
"644","baru kali ini tau nyata masuk ke mall ngga corona klo masuk mesjid corona ","Negatif"
"645","selamat puasa temanteman nyata corona om selese ya moga tahun depan puasa ga corona lagi","Positif"
"646"," taon adaptasi dgn org baru di rumah taon ratap bau ga sedap org itu krn gamau mandi taon nyiapin makan nyuntikin tiap hari anter jemput pagi sore taon denger oceh ga penting yg bikin stress taon corona pula bisa tambah gila gak ","Negatif"
"647","kayak puasa tahun lalu moga corona hilang setelah ramadan","Positif"
"648","gila bener taun gua ngga teraweh enyah kek lo corona","Negatif"
"649","punya jabat banyak yg muslim pandemi udah tahun lebih bukan bikin stutment ngajak rapatin shaf shalat dan tarawih di masjid dan doa sama eh malah larang dengan alas yg sama sprti tahun lalu lah mereka ngapain saja sejak tau corona masuk","Negatif"
